Codigo;Data;Cota;Vazao
46555800;01/10/2013;;
46555800;02/10/2013;;
46555800;03/10/2013;;
46555800;04/10/2013;;
46555800;05/10/2013;;
46555800;06/10/2013;;
46555800;07/10/2013;;
46555800;08/10/2013;;
46555800;09/10/2013;;
46555800;10/10/2013;;
46555800;11/10/2013;;
46555800;12/10/2013;;
46555800;13/10/2013;;
46555800;14/10/2013;;
46555800;15/10/2013;;
46555800;16/10/2013;;
46555800;17/10/2013;180;4,5849
46555800;18/10/2013;183;4,8653
46555800;19/10/2013;189,5;5,5029
46555800;20/10/2013;195;6,0746
46555800;21/10/2013;198;6,3991
46555800;22/10/2013;195,5;6,1281
46555800;23/10/2013;193,5;5,9158
46555800;24/10/2013;192;5,7591
46555800;25/10/2013;192;5,7591
46555800;26/10/2013;190,5;5,6046
46555800;27/10/2013;190;5,5536
46555800;28/10/2013;189,5;5,5029
46555800;29/10/2013;189;5,4524
46555800;30/10/2013;189,5;5,5029
46555800;31/10/2013;189;5,4524
46555800;01/11/2013;188,5;5,4021
46555800;02/11/2013;188;5,3521
46555800;03/11/2013;188;5,3521
46555800;04/11/2013;188;5,3521
46555800;05/11/2013;187,5;5,3023
46555800;06/11/2013;198,5;6,454
46555800;07/11/2013;207;7,4257
46555800;08/11/2013;205;7,1906
46555800;09/11/2013;201,5;6,7888
46555800;10/11/2013;198;6,3991
46555800;11/11/2013;194;5,9685
46555800;12/11/2013;191,5;5,7073
46555800;13/11/2013;190,5;5,6046
46555800;14/11/2013;190;5,5536
46555800;15/11/2013;189,5;5,5029
46555800;16/11/2013;189;5,4524
46555800;17/11/2013;189;5,4524
46555800;18/11/2013;188;5,3521
46555800;19/11/2013;188;5,3521
46555800;20/11/2013;188;5,3521
46555800;21/11/2013;186;5,1544
46555800;22/11/2013;186;5,1544
46555800;23/11/2013;186;5,1544
46555800;24/11/2013;188,5;5,4021
46555800;25/11/2013;195;6,0746
46555800;26/11/2013;201;6,7323
46555800;27/11/2013;209;7,6647
46555800;28/11/2013;208;7,5447
46555800;29/11/2013;230,5;10,4872
46555800;30/11/2013;258;14,7798
46555800;01/12/2013;236,5;11,3581
46555800;02/12/2013;216,5;8,5967
46555800;03/12/2013;205,5;7,249
46555800;04/12/2013;198;6,3991
46555800;05/12/2013;196;6,1818
46555800;06/12/2013;198;6,3991
46555800;07/12/2013;201,5;6,7888
46555800;08/12/2013;205;7,1906
46555800;09/12/2013;207;7,4257
46555800;10/12/2013;206;7,3076
46555800;11/12/2013;207;7,4257
46555800;12/12/2013;217,5;8,7252
46555800;13/12/2013;221;9,1828
46555800;14/12/2013;220;9,0508
46555800;15/12/2013;219;8,9198
46555800;16/12/2013;224;9,5849
46555800;17/12/2013;240;11,8829
46555800;18/12/2013;240,5;11,9589
46555800;19/12/2013;240;11,8829
46555800;20/12/2013;233;10,8457
46555800;21/12/2013;288;20,3508
46555800;22/12/2013;295;21,7856
46555800;23/12/2013;286,5;20,05
46555800;24/12/2013;281;18,9672
46555800;25/12/2013;269,5;16,805
46555800;26/12/2013;245,5;12,7329
46555800;27/12/2013;240;11,8829
46555800;28/12/2013;261,5;15,3818
46555800;29/12/2013;250;13,4514
46555800;30/12/2013;247;12,9701
46555800;31/12/2013;243;12,3428
46555800;01/01/2014;230;10,4163
46555800;02/01/2014;221,5;9,2492
46555800;03/01/2014;216;8,5328
46555800;04/01/2014;212,5;8,0926
46555800;05/01/2014;210;7,7857
46555800;06/01/2014;208;7,5447
46555800;07/01/2014;206;7,3076
46555800;08/01/2014;202,5;6,9023
46555800;09/01/2014;202,5;6,9023
46555800;10/01/2014;202;6,8454
46555800;11/01/2014;202;6,8454
46555800;12/01/2014;203,5;7,0169
46555800;13/01/2014;204;7,0745
46555800;14/01/2014;204,5;7,1324
46555800;15/01/2014;203,5;7,0169
46555800;16/01/2014;202;6,8454
46555800;17/01/2014;201;6,7323
46555800;18/01/2014;200;6,6203
46555800;19/01/2014;199;6,5092
46555800;20/01/2014;198;6,3991
46555800;21/01/2014;199;6,5092
46555800;22/01/2014;201;6,7323
46555800;23/01/2014;200;6,6203
46555800;24/01/2014;199,5;6,5646
46555800;25/01/2014;198,5;6,454
46555800;26/01/2014;199,5;6,5646
46555800;27/01/2014;200,5;6,6762
46555800;28/01/2014;198;6,3991
46555800;29/01/2014;197,5;6,3444
46555800;30/01/2014;195,5;6,1281
46555800;31/01/2014;194,5;6,0214
46555800;01/02/2014;194;5,9685
46555800;02/02/2014;193,5;5,9158
46555800;03/02/2014;193;5,8633
46555800;04/02/2014;192,5;5,8111
46555800;05/02/2014;192,5;5,8111
46555800;06/02/2014;192;5,7591
46555800;07/02/2014;192;5,7591
46555800;08/02/2014;192;5,7591
46555800;09/02/2014;193;5,8633
46555800;10/02/2014;192;5,7591
46555800;11/02/2014;192;5,7591
46555800;12/02/2014;190,5;5,6046
46555800;13/02/2014;190,5;5,6046
46555800;14/02/2014;191;5,6559
46555800;15/02/2014;194,5;6,0214
46555800;16/02/2014;209,5;7,7251
46555800;17/02/2014;237;11,4323
46555800;18/02/2014;222;9,3159
46555800;19/02/2014;236,5;11,3581
46555800;20/02/2014;235;11,137
46555800;21/02/2014;222;9,3159
46555800;22/02/2014;212,5;8,0926
46555800;23/02/2014;207,5;7,485
46555800;24/02/2014;203;6,9595
46555800;25/02/2014;200;6,6203
46555800;26/02/2014;198;6,3991
46555800;27/02/2014;196,5;6,2357
46555800;28/02/2014;197,5;6,3444
46555800;01/03/2014;198;6,3991
46555800;02/03/2014;199,5;6,5646
46555800;03/03/2014;199;6,5092
46555800;04/03/2014;214;8,2798
46555800;05/03/2014;211;7,9077
46555800;06/03/2014;220,5;9,1167
46555800;07/03/2014;210;7,7857
46555800;08/03/2014;211;7,9077
46555800;09/03/2014;208;7,5447
46555800;10/03/2014;209;7,6647
46555800;11/03/2014;214,5;8,3426
46555800;12/03/2014;217,5;8,7252
46555800;13/03/2014;209;7,6647
46555800;14/03/2014;202;6,8454
46555800;15/03/2014;198,5;6,454
46555800;16/03/2014;196,5;6,2357
46555800;17/03/2014;195;6,0746
46555800;18/03/2014;198;6,3991
46555800;19/03/2014;195,5;6,1281
46555800;20/03/2014;195;6,0746
46555800;21/03/2014;194;5,9685
46555800;22/03/2014;196,5;6,2357
46555800;23/03/2014;201,5;6,7888
46555800;24/03/2014;208;7,5447
46555800;25/03/2014;210;7,7857
46555800;26/03/2014;208,5;7,6046
46555800;27/03/2014;207;7,4257
46555800;28/03/2014;223;9,4499
46555800;29/03/2014;213;8,1548
46555800;30/03/2014;209,5;7,7251
