Codigo;Data;Cota;Vazao
46780800;01/10/2014;;
46780800;02/10/2014;;
46780800;03/10/2014;;
46780800;04/10/2014;;
46780800;05/10/2014;;
46780800;06/10/2014;;
46780800;07/10/2014;;
46780800;08/10/2014;;
46780800;09/10/2014;;
46780800;10/10/2014;;
46780800;11/10/2014;;
46780800;12/10/2014;;
46780800;13/10/2014;;
46780800;14/10/2014;;
46780800;15/10/2014;142;11,1498
46780800;16/10/2014;142;11,1498
46780800;17/10/2014;142;11,1498
46780800;18/10/2014;142;11,1498
46780800;19/10/2014;142;11,1498
46780800;20/10/2014;142;11,1498
46780800;21/10/2014;144;11,3451
46780800;22/10/2014;146;11,5415
46780800;23/10/2014;148;11,7389
46780800;24/10/2014;149;11,838
46780800;25/10/2014;146;11,5415
46780800;26/10/2014;146,5;11,5907
46780800;27/10/2014;146;11,5415
46780800;28/10/2014;147;11,64
46780800;29/10/2014;150;11,9373
46780800;30/10/2014;161;13,047
46780800;31/10/2014;161,5;13,0981
46780800;01/11/2014;162,5;13,2006
46780800;02/11/2014;160;12,9448
46780800;03/11/2014;156;12,5388
46780800;04/11/2014;154;12,3373
46780800;05/11/2014;152;12,1368
46780800;06/11/2014;155;12,4379
46780800;07/11/2014;154;12,3373
46780800;08/11/2014;154;12,3373
46780800;09/11/2014;155;12,4379
46780800;10/11/2014;164;13,3549
46780800;11/11/2014;161;13,047
46780800;12/11/2014;151;12,0369
46780800;13/11/2014;197;16,8841
46780800;14/11/2014;192;16,3331
46780800;15/11/2014;183;15,3556
46780800;16/11/2014;182;15,2482
46780800;17/11/2014;186;15,6794
46780800;18/11/2014;198;16,995
46780800;19/11/2014;208;18,1162
46780800;20/11/2014;209;18,2296
46780800;21/11/2014;209;18,2296
46780800;22/11/2014;203;17,5529
46780800;23/11/2014;202;17,4408
46780800;24/11/2014;194;16,5528
46780800;25/11/2014;187;15,7877
46780800;26/11/2014;189;16,0052
46780800;27/11/2014;182,5;15,3019
46780800;28/11/2014;181;15,141
46780800;29/11/2014;166;13,5613
46780800;30/11/2014;166;13,5613
46780800;01/12/2014;162;13,1493
46780800;02/12/2014;160;12,9448
46780800;03/12/2014;156;12,5388
46780800;04/12/2014;156;12,5388
46780800;05/12/2014;154;12,3373
46780800;06/12/2014;158;12,7413
46780800;07/12/2014;164;13,3549
46780800;08/12/2014;170;13,9773
