Codigo;Data;Cota;Vazao
46410000;01/06/2015;;
46410000;02/06/2015;;
46410000;03/06/2015;;
46410000;04/06/2015;;
46410000;05/06/2015;;
46410000;06/06/2015;;
46410000;07/06/2015;;
46410000;08/06/2015;;
46410000;09/06/2015;;
46410000;10/06/2015;;
46410000;11/06/2015;;
46410000;12/06/2015;;
46410000;13/06/2015;;
46410000;14/06/2015;;
46410000;15/06/2015;;
46410000;16/06/2015;;
46410000;17/06/2015;;
46410000;18/06/2015;;
46410000;19/06/2015;;
46410000;20/06/2015;;
46410000;21/06/2015;;
46410000;22/06/2015;;
46410000;23/06/2015;;
46410000;24/06/2015;253,5;14,4329
46410000;25/06/2015;252;14,2873
46410000;26/06/2015;259;14,9723
46410000;27/06/2015;257;14,7751
46410000;28/06/2015;246;13,7116
46410000;29/06/2015;254;14,4816
46410000;30/06/2015;263;15,37
46410000;01/07/2015;255,5;14,628
46410000;02/07/2015;257;14,7751
46410000;03/07/2015;260;15,0713
46410000;04/07/2015;255;14,5791
46410000;05/07/2015;260;15,0713
46410000;06/07/2015;260;15,0713
46410000;07/07/2015;258;14,8735
46410000;08/07/2015;262;15,2701
46410000;09/07/2015;259;14,9723
46410000;10/07/2015;254;14,4816
46410000;11/07/2015;255,5;14,628
46410000;12/07/2015;257,5;14,8243
46410000;13/07/2015;258;14,8735
46410000;14/07/2015;255;14,5791
46410000;15/07/2015;260;15,0713
46410000;16/07/2015;257;14,7751
46410000;17/07/2015;255,5;14,628
46410000;18/07/2015;252;14,2873
46410000;19/07/2015;258;14,8735
46410000;20/07/2015;251;14,1907
46410000;21/07/2015;250;14,0943
46410000;22/07/2015;251;14,1907
46410000;23/07/2015;252;14,2873
46410000;24/07/2015;253;14,3843
46410000;25/07/2015;254;14,4816
46410000;26/07/2015;255;14,5791
46410000;27/07/2015;256;14,677
46410000;28/07/2015;257;14,7751
46410000;29/07/2015;258;14,8735
46410000;30/07/2015;259;14,9723
46410000;31/07/2015;260;15,0713
46410000;01/08/2015;260;15,0713
46410000;02/08/2015;258;14,8735
46410000;03/08/2015;260;15,0713
46410000;04/08/2015;254;14,4816
46410000;05/08/2015;252,5;14,3358
46410000;06/08/2015;253,5;14,4329
46410000;07/08/2015;252;14,2873
46410000;08/08/2015;257;14,7751
46410000;09/08/2015;258;14,8735
46410000;10/08/2015;255,5;14,628
46410000;11/08/2015;250;14,0943
46410000;12/08/2015;250,5;14,1424
46410000;13/08/2015;252,5;14,3358
46410000;14/08/2015;250;14,0943
46410000;15/08/2015;253;14,3843
46410000;16/08/2015;256,5;14,726
46410000;17/08/2015;254;14,4816
46410000;18/08/2015;253;14,3843
46410000;19/08/2015;250;14,0943
46410000;20/08/2015;253;14,3843
46410000;21/08/2015;248;13,9023
46410000;22/08/2015;256;14,677
46410000;23/08/2015;257;14,7751
46410000;24/08/2015;252;14,2873
46410000;25/08/2015;253;14,3843
46410000;26/08/2015;249;13,9982
46410000;27/08/2015;250;14,0943
46410000;28/08/2015;247,5;13,8546
46410000;29/08/2015;246,5;13,7592
46410000;30/08/2015;252;14,2873
46410000;31/08/2015;258;14,8735
46410000;01/09/2015;236;12,7754
46410000;02/09/2015;236,5;12,8215
46410000;03/09/2015;244;13,522
46410000;04/09/2015;242,5;13,3806
46410000;05/09/2015;238;12,9603
46410000;06/09/2015;233;12,5003
46410000;07/09/2015;234;12,5917
46410000;08/09/2015;237;12,8677
46410000;09/09/2015;232;12,4092
46410000;10/09/2015;240;13,1464
46410000;11/09/2015;234,5;12,6375
46410000;12/09/2015;238;12,9603
46410000;13/09/2015;235;12,6834
46410000;14/09/2015;235;12,6834
46410000;15/09/2015;232;12,4092
46410000;16/09/2015;235;12,6834
46410000;17/09/2015;232;12,4092
46410000;18/09/2015;232,5;12,4547
46410000;19/09/2015;234;12,5917
46410000;20/09/2015;239;13,0532
46410000;21/09/2015;239,5;13,0998
46410000;22/09/2015;236;12,7754
46410000;23/09/2015;234,5;12,6375
46410000;24/09/2015;236;12,7754
46410000;25/09/2015;236;12,7754
46410000;26/09/2015;231;12,3184
46410000;27/09/2015;227;11,9581
46410000;28/09/2015;231;12,3184
46410000;29/09/2015;230,5;12,2731
46410000;30/09/2015;227;11,9581
46410000;01/10/2015;226,5;11,9134
46410000;02/10/2015;226,5;11,9134
46410000;03/10/2015;220,5;11,3827
46410000;04/10/2015;223,5;11,6467
46410000;05/10/2015;224,5;11,7353
46410000;06/10/2015;221;11,4265
46410000;07/10/2015;217;11,0781
46410000;08/10/2015;215;10,9057
46410000;09/10/2015;219;11,2517
46410000;10/10/2015;209;10,3957
46410000;11/10/2015;209;10,3957
46410000;12/10/2015;210;10,4799
46410000;13/10/2015;214;10,8199
46410000;14/10/2015;215;10,9057
46410000;15/10/2015;214,5;10,8628
46410000;16/10/2015;211,5;10,6068
46410000;17/10/2015;218,5;11,2082
46410000;18/10/2015;217;11,0781
46410000;19/10/2015;216;10,9917
46410000;20/10/2015;214;10,8199
46410000;21/10/2015;212;10,6493
46410000;22/10/2015;211;10,5645
46410000;23/10/2015;213;10,7345
46410000;24/10/2015;223,5;11,6467
46410000;25/10/2015;224;11,691
46410000;26/10/2015;232;12,4092
46410000;27/10/2015;222;11,5144
46410000;28/10/2015;222,5;11,5584
46410000;29/10/2015;214;10,8199
46410000;30/10/2015;229;12,1376
46410000;31/10/2015;223,5;11,6467
46410000;01/11/2015;240;13,1464
46410000;02/11/2015;234;12,5917
46410000;03/11/2015;232;12,4092
46410000;04/11/2015;226;11,8687
46410000;05/11/2015;220;11,339
46410000;06/11/2015;217;11,0781
46410000;07/11/2015;215;10,9057
46410000;08/11/2015;216;10,9917
46410000;09/11/2015;220,5;11,3827
46410000;10/11/2015;211,5;10,6068
46410000;11/11/2015;212,5;10,6919
46410000;12/11/2015;226;11,8687
46410000;13/11/2015;206,5;10,1863
46410000;14/11/2015;217;11,0781
46410000;15/11/2015;211,5;10,6068
46410000;16/11/2015;219;11,2517
46410000;17/11/2015;224;11,691
46410000;18/11/2015;223,5;11,6467
46410000;19/11/2015;227;11,9581
46410000;20/11/2015;234,5;12,6375
46410000;21/11/2015;261;15,1706
46410000;22/11/2015;269,5;16,0262
46410000;23/11/2015;284,5;17,5867
46410000;24/11/2015;277,5;16,8505
46410000;25/11/2015;278;16,9026
46410000;26/11/2015;252;14,2873
46410000;27/11/2015;256;14,677
46410000;28/11/2015;252,5;14,3358
46410000;29/11/2015;277;16,7984
46410000;30/11/2015;268;15,8737
46410000;01/12/2015;266,5;15,7218
46410000;02/12/2015;266;15,6714
46410000;03/12/2015;251;14,1907
46410000;04/12/2015;234;12,5917
46410000;05/12/2015;227;11,9581
46410000;06/12/2015;228;12,0477
46410000;07/12/2015;228;12,0477
46410000;08/12/2015;239;13,0532
46410000;09/12/2015;233,5;12,546
46410000;10/12/2015;227,5;12,0029
46410000;11/12/2015;220,5;11,3827
46410000;12/12/2015;223;11,6025
46410000;13/12/2015;227;11,9581
46410000;14/12/2015;226,5;11,9134
46410000;15/12/2015;229;12,1376
46410000;16/12/2015;214;10,8199
46410000;17/12/2015;209;10,3957
46410000;18/12/2015;207;10,2281
46410000;19/12/2015;206;10,1447
46410000;20/12/2015;202;9,8143
46410000;21/12/2015;205;10,0617
46410000;22/12/2015;209,5;10,4377
46410000;23/12/2015;207,5;10,2698
46410000;24/12/2015;208;10,3117
46410000;25/12/2015;205;10,0617
46410000;26/12/2015;206;10,1447
46410000;27/12/2015;210;10,4799
46410000;28/12/2015;207;10,2281
46410000;29/12/2015;208,5;10,3536
46410000;30/12/2015;211;10,5645
46410000;31/12/2015;214;10,8199
46410000;01/01/2016;216;10,9917
46410000;02/01/2016;215;10,9057
46410000;03/01/2016;250;14,0943
46410000;04/01/2016;267;15,7724
46410000;05/01/2016;265;15,5706
46410000;06/01/2016;278;16,9026
46410000;07/01/2016;290;18,1749
46410000;08/01/2016;291,5;18,3368
46410000;09/01/2016;297,5;18,9909
46410000;10/01/2016;303,5;19,655
46410000;11/01/2016;306;19,9347
46410000;12/01/2016;308,5;20,2162
46410000;13/01/2016;316,5;21,1286
46410000;14/01/2016;319,5;21,4753
46410000;15/01/2016;327,5;22,4122
46410000;16/01/2016;331;22,8276
46410000;17/01/2016;335,5;23,3667
46410000;18/01/2016;345,5;24,5847
46410000;19/01/2016;356;25,8929
46410000;20/01/2016;363;26,7818
46410000;21/01/2016;372;27,944
46410000;22/01/2016;380;28,9955
46410000;23/01/2016;387,5;29,9969
46410000;24/01/2016;392,5;30,6728
46410000;25/01/2016;376;28,4676
46410000;26/01/2016;371;27,8138
46410000;27/01/2016;371;27,8138
46410000;28/01/2016;378;28,731
46410000;29/01/2016;379,5;28,9293
46410000;30/01/2016;379,5;28,9293
46410000;31/01/2016;376;28,4676
46410000;01/02/2016;375;28,3363
46410000;02/02/2016;371;27,8138
46410000;03/02/2016;360,5;26,4628
46410000;04/02/2016;367,5;27,3602
46410000;05/02/2016;368;27,4248
46410000;06/02/2016;366,5;27,2312
46410000;07/02/2016;365,5;27,1024
46410000;08/02/2016;364;26,9098
46410000;09/02/2016;358;26,1455
46410000;10/02/2016;354;25,6414
46410000;11/02/2016;347;24,7697
46410000;12/02/2016;346;24,6463
46410000;13/02/2016;344;24,4002
46410000;14/02/2016;339;23,7899
46410000;15/02/2016;336,5;23,4873
46410000;16/02/2016;334,5;23,2464
46410000;17/02/2016;331,5;22,8873
46410000;18/02/2016;326;22,2352
46410000;19/02/2016;320;21,5334
46410000;20/02/2016;314;20,8415
46410000;21/02/2016;309;20,2727
46410000;22/02/2016;304;19,7108
46410000;23/02/2016;302;19,488
46410000;24/02/2016;340;23,9114
46410000;25/02/2016;315;20,9561
46410000;26/02/2016;304;19,7108
46410000;27/02/2016;307;20,0471
46410000;28/02/2016;309;20,2727
46410000;29/02/2016;299,5;19,2111
46410000;01/03/2016;297;18,936
46410000;02/03/2016;293;18,4994
46410000;03/03/2016;278,5;16,9548
46410000;04/03/2016;273,5;16,4361
46410000;05/03/2016;269;15,9753
46410000;06/03/2016;265;15,5706
46410000;07/03/2016;262;15,2701
46410000;08/03/2016;256,5;14,726
46410000;09/03/2016;249;13,9982
46410000;10/03/2016;251;14,1907
46410000;11/03/2016;256,5;14,726
46410000;12/03/2016;253,5;14,4329
46410000;13/03/2016;249;13,9982
46410000;14/03/2016;249;13,9982
46410000;15/03/2016;241;13,2399
46410000;16/03/2016;247,5;13,8546
46410000;17/03/2016;246,5;13,7592
46410000;18/03/2016;223,5;11,6467
46410000;19/03/2016;210;10,4799
46410000;20/03/2016;213;10,7345
46410000;21/03/2016;214;10,8199
46410000;22/03/2016;212;10,6493
46410000;23/03/2016;211;10,5645
46410000;24/03/2016;211;10,5645
46410000;25/03/2016;207;10,2281
46410000;26/03/2016;201;9,7325
46410000;27/03/2016;205;10,0617
46410000;28/03/2016;206;10,1447
46410000;29/03/2016;207,5;10,2698
46410000;30/03/2016;209;10,3957
46410000;31/03/2016;211;10,5645
46410000;01/04/2016;297;18,936
46410000;02/04/2016;293;18,4994
46410000;03/04/2016;293,5;18,5537
46410000;04/04/2016;276,5;16,7464
46410000;05/04/2016;265;15,5706
46410000;06/04/2016;262;15,2701
46410000;07/04/2016;262;15,2701
46410000;08/04/2016;260;15,0713
46410000;09/04/2016;258;14,8735
46410000;10/04/2016;259;14,9723
46410000;11/04/2016;250,5;14,1424
46410000;12/04/2016;244,5;13,5693
46410000;13/04/2016;241,5;13,2867
46410000;14/04/2016;241;13,2399
46410000;15/04/2016;227;11,9581
46410000;16/04/2016;227;11,9581
46410000;17/04/2016;225;11,7797
46410000;18/04/2016;219;11,2517
46410000;19/04/2016;229;12,1376
46410000;20/04/2016;225;11,7797
46410000;21/04/2016;219,5;11,2953
46410000;22/04/2016;222;11,5144
46410000;23/04/2016;225;11,7797
46410000;24/04/2016;225;11,7797
46410000;25/04/2016;223;11,6025
46410000;26/04/2016;219,5;11,2953
46410000;27/04/2016;213;10,7345
46410000;28/04/2016;211;10,5645
46410000;29/04/2016;208;10,3117
46410000;30/04/2016;208;10,3117
46410000;01/05/2016;208;10,3117
46410000;02/05/2016;217,5;11,1214
46410000;03/05/2016;221,5;11,4704
46410000;04/05/2016;220;11,339
46410000;05/05/2016;220,5;11,3827
46410000;06/05/2016;214;10,8199
46410000;07/05/2016;207;10,2281
46410000;08/05/2016;209,5;10,4377
46410000;09/05/2016;219,5;11,2953
46410000;10/05/2016;219,5;11,2953
46410000;11/05/2016;214;10,8199
46410000;12/05/2016;213;10,7345
46410000;13/05/2016;216;10,9917
46410000;14/05/2016;213;10,7345
46410000;15/05/2016;205;10,0617
46410000;16/05/2016;209;10,3957
46410000;17/05/2016;209,5;10,4377
46410000;18/05/2016;212;10,6493
46410000;19/05/2016;210,5;10,5221
46410000;20/05/2016;209,5;10,4377
46410000;21/05/2016;213,5;10,7772
46410000;22/05/2016;205;10,0617
46410000;23/05/2016;216;10,9917
46410000;24/05/2016;214,5;10,8628
46410000;25/05/2016;209;10,3957
46410000;26/05/2016;209;10,3957
46410000;27/05/2016;207,5;10,2698
46410000;28/05/2016;206;10,1447
46410000;29/05/2016;206;10,1447
46410000;30/05/2016;213;10,7345
46410000;31/05/2016;219,5;11,2953
46410000;01/06/2016;204;9,9789
46410000;02/06/2016;206;10,1447
46410000;03/06/2016;203;9,8965
46410000;04/06/2016;206;10,1447
46410000;05/06/2016;207,5;10,2698
46410000;06/06/2016;212;10,6493
46410000;07/06/2016;214;10,8199
46410000;08/06/2016;212;10,6493
46410000;09/06/2016;212;10,6493
46410000;10/06/2016;210;10,4799
46410000;11/06/2016;221;11,4265
46410000;12/06/2016;211;10,5645
46410000;13/06/2016;215,5;10,9487
46410000;14/06/2016;223,5;11,6467
46410000;15/06/2016;222;11,5144
46410000;16/06/2016;223;11,6025
46410000;17/06/2016;220,5;11,3827
46410000;18/06/2016;216;10,9917
46410000;19/06/2016;210;10,4799
46410000;20/06/2016;217;11,0781
46410000;21/06/2016;221;11,4265
46410000;22/06/2016;218,5;11,2082
46410000;23/06/2016;215;10,9057
46410000;24/06/2016;213;10,7345
46410000;25/06/2016;218;11,1647
46410000;26/06/2016;219,5;11,2953
46410000;27/06/2016;219,5;11,2953
46410000;28/06/2016;220,5;11,3827
46410000;29/06/2016;218,5;11,2082
46410000;30/06/2016;212;10,6493
46410000;01/07/2016;214;10,8199
46410000;02/07/2016;216;10,9917
46410000;03/07/2016;217;11,0781
46410000;04/07/2016;222;11,5144
46410000;05/07/2016;216;10,9917
46410000;06/07/2016;213;10,7345
46410000;07/07/2016;218,5;11,2082
46410000;08/07/2016;220;11,339
46410000;09/07/2016;220;11,339
46410000;10/07/2016;215,5;10,9487
46410000;11/07/2016;221;11,4265
46410000;12/07/2016;222;11,5144
46410000;13/07/2016;220;11,339
46410000;14/07/2016;215;10,9057
46410000;15/07/2016;215;10,9057
46410000;16/07/2016;212,5;10,6919
46410000;17/07/2016;210,5;10,5221
46410000;18/07/2016;215,5;10,9487
46410000;19/07/2016;219;11,2517
46410000;20/07/2016;219;11,2517
46410000;21/07/2016;212;10,6493
46410000;22/07/2016;214;10,8199
46410000;23/07/2016;218;11,1647
46410000;24/07/2016;214;10,8199
46410000;25/07/2016;218;11,1647
46410000;26/07/2016;219;11,2517
46410000;27/07/2016;218,5;11,2082
46410000;28/07/2016;220,5;11,3827
46410000;29/07/2016;220,5;11,3827
46410000;30/07/2016;215;10,9057
46410000;31/07/2016;215;10,9057
46410000;01/08/2016;216;10,9917
46410000;02/08/2016;221;11,4265
46410000;03/08/2016;217;11,0781
46410000;04/08/2016;218;11,1647
46410000;05/08/2016;220;11,339
46410000;06/08/2016;219;11,2517
46410000;07/08/2016;212;10,6493
46410000;08/08/2016;221;11,4265
46410000;09/08/2016;222;11,5144
46410000;10/08/2016;220,5;11,3827
46410000;11/08/2016;215,5;10,9487
46410000;12/08/2016;217,5;11,1214
46410000;13/08/2016;218;11,1647
46410000;14/08/2016;217;11,0781
46410000;15/08/2016;215;10,9057
46410000;16/08/2016;226;11,8687
46410000;17/08/2016;222;11,5144
46410000;18/08/2016;214,5;10,8628
46410000;19/08/2016;214;10,8199
46410000;20/08/2016;215;10,9057
46410000;21/08/2016;210;10,4799
46410000;22/08/2016;215;10,9057
46410000;23/08/2016;219;11,2517
46410000;24/08/2016;221;11,4265
46410000;25/08/2016;219;11,2517
46410000;26/08/2016;220,5;11,3827
46410000;27/08/2016;213,5;10,7772
46410000;28/08/2016;211;10,5645
46410000;29/08/2016;211;10,5645
46410000;30/08/2016;214;10,8199
46410000;31/08/2016;214,5;10,8628
46410000;01/09/2016;219,5;11,2953
46410000;02/09/2016;215,5;10,9487
46410000;03/09/2016;215;10,9057
46410000;04/09/2016;209;10,3957
46410000;05/09/2016;214;10,8199
46410000;06/09/2016;217;11,0781
46410000;07/09/2016;213;10,7345
46410000;08/09/2016;210;10,4799
46410000;09/09/2016;213;10,7345
46410000;10/09/2016;210;10,4799
46410000;11/09/2016;213;10,7345
46410000;12/09/2016;212;10,6493
46410000;13/09/2016;216;10,9917
46410000;14/09/2016;211;10,5645
46410000;15/09/2016;210;10,4799
46410000;16/09/2016;212;10,6493
46410000;17/09/2016;216;10,9917
46410000;18/09/2016;206;10,1447
46410000;19/09/2016;203,5;9,9377
46410000;20/09/2016;211;10,5645
46410000;21/09/2016;212;10,6493
46410000;22/09/2016;209;10,3957
46410000;23/09/2016;225;11,7797
46410000;24/09/2016;242,5;13,3806
46410000;25/09/2016;249;13,9982
46410000;26/09/2016;261;15,1706
46410000;27/09/2016;260;15,0713
46410000;28/09/2016;260,5;15,1209
46410000;29/09/2016;262;15,2701
46410000;30/09/2016;248;13,9023
46410000;01/10/2016;242;13,3336
46410000;02/10/2016;240;13,1464
46410000;03/10/2016;236;12,7754
46410000;04/10/2016;235;12,6834
46410000;05/10/2016;229;12,1376
46410000;06/10/2016;224,5;11,7353
46410000;07/10/2016;227,5;12,0029
46410000;08/10/2016;237;12,8677
46410000;09/10/2016;245;13,6167
46410000;10/10/2016;262;15,2701
46410000;11/10/2016;264;15,4702
46410000;12/10/2016;253;14,3843
46410000;13/10/2016;240;13,1464
46410000;14/10/2016;232;12,4092
46410000;15/10/2016;224;11,691
46410000;16/10/2016;222;11,5144
46410000;17/10/2016;222;11,5144
46410000;18/10/2016;218;11,1647
46410000;19/10/2016;211;10,5645
46410000;20/10/2016;209,5;10,4377
46410000;21/10/2016;223;11,6025
46410000;22/10/2016;231;12,3184
46410000;23/10/2016;239;13,0532
46410000;24/10/2016;225;11,7797
46410000;25/10/2016;225;11,7797
46410000;26/10/2016;218;11,1647
46410000;27/10/2016;216;10,9917
46410000;28/10/2016;211;10,5645
46410000;29/10/2016;207;10,2281
46410000;30/10/2016;206;10,1447
46410000;31/10/2016;205;10,0617
46410000;01/11/2016;202;9,8143
46410000;02/11/2016;202;9,8143
46410000;03/11/2016;202;9,8143
46410000;04/11/2016;202,5;9,8554
46410000;05/11/2016;203;9,8965
46410000;06/11/2016;198,5;9,5293
46410000;07/11/2016;199,5;9,6103
46410000;08/11/2016;204;9,9789
46410000;09/11/2016;203;9,8965
46410000;10/11/2016;203,5;9,9377
46410000;11/11/2016;202;9,8143
46410000;12/11/2016;204;9,9789
46410000;13/11/2016;206;10,1447
46410000;14/11/2016;236,5;12,8215
46410000;15/11/2016;282;17,3222
46410000;16/11/2016;282;17,3222
46410000;17/11/2016;292;18,391
46410000;18/11/2016;298;19,0458
46410000;19/11/2016;296;18,8264
46410000;20/11/2016;274;16,4876
46410000;21/11/2016;250,5;14,1424
46410000;22/11/2016;237,5;12,914
46410000;23/11/2016;238;12,9603
46410000;24/11/2016;239;13,0532
46410000;25/11/2016;253;14,3843
46410000;26/11/2016;239;13,0532
46410000;27/11/2016;253;14,3843
46410000;28/11/2016;249,5;14,0462
46410000;29/11/2016;249;13,9982
46410000;30/11/2016;272;16,2818
46410000;01/12/2016;303;19,5993
46410000;02/12/2016;309;20,2727
46410000;03/12/2016;321;21,6496
46410000;04/12/2016;328;22,4713
46410000;05/12/2016;328;22,4713
46410000;06/12/2016;325;22,1175
46410000;07/12/2016;323;21,883
46410000;08/12/2016;316;21,071
46410000;09/12/2016;310;20,3859
46410000;10/12/2016;313;20,7272
46410000;11/12/2016;315;20,9561
46410000;12/12/2016;314;20,8415
46410000;13/12/2016;315;20,9561
46410000;14/12/2016;307;20,0471
46410000;15/12/2016;306;19,9347
46410000;16/12/2016;313;20,7272
46410000;17/12/2016;322;21,7662
46410000;18/12/2016;338;23,6686
46410000;19/12/2016;343;24,2776
46410000;20/12/2016;345;24,5231
46410000;21/12/2016;353;25,5161
46410000;22/12/2016;362;26,654
46410000;23/12/2016;366;27,1668
46410000;24/12/2016;364;26,9098
46410000;25/12/2016;364;26,9098
46410000;26/12/2016;363;26,7818
46410000;27/12/2016;362;26,654
46410000;28/12/2016;358;26,1455
46410000;29/12/2016;352;25,391
46410000;30/12/2016;345;24,5231
46410000;31/12/2016;310;20,3859
46410000;01/01/2017;273;16,3846
46410000;02/01/2017;252;14,2873
46410000;03/01/2017;267;15,7724
46410000;04/01/2017;288;17,96
46410000;05/01/2017;298;19,0458
46410000;06/01/2017;290;18,1749
46410000;07/01/2017;293;18,4994
46410000;08/01/2017;278;16,9026
46410000;09/01/2017;247;13,8068
46410000;10/01/2017;237;12,8677
46410000;11/01/2017;230;12,2279
46410000;12/01/2017;225;11,7797
46410000;13/01/2017;217;11,0781
46410000;14/01/2017;214;10,8199
46410000;15/01/2017;219;11,2517
46410000;16/01/2017;210;10,4799
46410000;17/01/2017;210;10,4799
46410000;18/01/2017;206;10,1447
46410000;19/01/2017;203;9,8965
46410000;20/01/2017;207;10,2281
46410000;21/01/2017;211;10,5645
46410000;22/01/2017;215;10,9057
46410000;23/01/2017;219;11,2517
46410000;24/01/2017;223;11,6025
46410000;25/01/2017;223;11,6025
46410000;26/01/2017;214;10,8199
46410000;27/01/2017;209;10,3957
46410000;28/01/2017;211;10,5645
46410000;29/01/2017;213;10,7345
46410000;30/01/2017;210;10,4799
46410000;31/01/2017;209;10,3957
46410000;01/02/2017;208;10,3117
46410000;02/02/2017;207;10,2281
46410000;03/02/2017;233,5;12,546
46410000;04/02/2017;241;13,2399
46410000;05/02/2017;241,5;13,2867
46410000;06/02/2017;247;13,8068
46410000;07/02/2017;264,5;15,5204
46410000;08/02/2017;268;15,8737
46410000;09/02/2017;255;14,5791
46410000;10/02/2017;245,5;13,6641
46410000;11/02/2017;246;13,7116
46410000;12/02/2017;243;13,4277
46410000;13/02/2017;245;13,6167
46410000;14/02/2017;253;14,3843
46410000;15/02/2017;256;14,677
46410000;16/02/2017;262,5;15,32
46410000;17/02/2017;272;16,2818
46410000;18/02/2017;268;15,8737
46410000;19/02/2017;264,5;15,5204
46410000;20/02/2017;262;15,2701
46410000;21/02/2017;256;14,677
46410000;22/02/2017;243;13,4277
46410000;23/02/2017;245;13,6167
46410000;24/02/2017;257;14,7751
46410000;25/02/2017;264;15,4702
46410000;26/02/2017;269;15,9753
46410000;27/02/2017;275;16,5909
46410000;28/02/2017;290;18,1749
46410000;01/03/2017;278;16,9026
46410000;02/03/2017;262;15,2701
46410000;03/03/2017;248;13,9023
46410000;04/03/2017;237;12,8677
46410000;05/03/2017;243;13,4277
46410000;06/03/2017;244;13,522
46410000;07/03/2017;245;13,6167
46410000;08/03/2017;250;14,0943
46410000;09/03/2017;252;14,2873
46410000;10/03/2017;255;14,5791
46410000;11/03/2017;270;16,0772
46410000;12/03/2017;276;16,6945
46410000;13/03/2017;279;17,0071
46410000;14/03/2017;272;16,2818
46410000;15/03/2017;268;15,8737
